-5	-0.3505	0.00953
-4	-0.2514	0.00852
-3	-0.1493	0.00741
-2	-0.0318	0.00584
-1	0.0912	0.0055
0	0.2133	0.00509
1	0.3048	0.00506
2	0.318	0.00743
3	0.3925	0.00948
4	0.4889	0.01033
5	0.5855	0.01132
6	0.6808	0.01256
7	0.7744	0.01441
8	0.8721	0.01634
9	0.9729	0.02052
10	1.061	0.02498
11	1.1263	0.03112
